listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available
nd6M42RnSMtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-987-Sq-ft-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423831393731313939,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,"Near Shyam Shrushti, Por-Kudasan Road Aawaass Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat",,,,Apartment,Unfurnished,,,East,987,Sq-ft,New Construction,"1 bhk falt full furnished, east facing, luxurys apartment, best locality. Good location properties in gandhinagar Grab the chance to own this affordable 1 BHK flat for rent in the Kudasan area. The 1 BHK apartment is available at a reasonable rent of ₹16,000. Some added-on facilities available with the flat are 3 Wardrobe, 1 Bed, 1 TV, Fridge, 1 AC, Sofa, Washing Machine, Dining Table and Gas Connection. There is also facility of 2 Covered parking. This property offers power back up, reserved parking, security. Visit the apartment at Near Shyam Shrushti, Por-Kudasan Road Aawaass Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat .",16000,14000,200,16,1,2 Covered,Yes,No,No,Jogging and Strolling Track,False,True,Agent,95,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
QmhVWyNHsdNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-693-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833373631393535,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Sargasan,Gandhinagar",,,,Apartment,Furnished,1,1,,693,Sq-ft,5 to 10 years,"1 bhk flat for rent in sargasan gandhinagar 5 min distance from tcs and 15 min distance from gift city for more information please contact usthank you. You can explore this 1 BHK flat on rent in Sargasan Gandhinagar. You can get this flat at monthly rent of ₹18,000. 1 Wardrobe, 1 Bed, 1 TV, Fridge, 1 AC, Sofa, Washing Machine, Dining Table and Gas Connection are some of the additional amenities available with the apartment. The flat is located on the 1 floor which includes 1 bathrooms, 1 balcony, and covers a covered area of 693 sqft. This building features 1 floor and provides Early Learning Centre, Kids Club, Kids Play Pool With Water Slides facilities. The apartment comes furnished with power back up, reserved parking, security. Visit the flat at F P No 97, Off S G Highway, Sargasan, Gandhinagar.",18000,36000,,26,1,,No,No,No,,False,True,Agent,73,Immediately,2026-04-17T23:45:21.000Z,Yesterday,True
BzupYVucGbhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-666-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423834303639303835,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,capital flora sargasan,,,,Apartment,Furnished,,,North,666,Sq-ft,5 to 10 years,"The project is ready to move, allowing for immediate possession.Configurations It primarily consists of 1 BHK apartments and some 2 BHK units.Infrastructure The residential building typically consists of 5 to 7 floors.Total Units There are approximately 180 units within the project.RERA Approval The project is legally approved and registered under RERA Registration",20000,40000,0,30,2,,No,No,No,,False,True,Agent,98,Immediately,2026-04-18T23:45:34.000Z,Today,True
zgq079gQ7s5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-670-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833373831353437,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Sargasan, Gandhinagar, Gujarat",,,,Apartment,Furnished,5,8,East,670,Sq-ft,2010,"1 BHK flat is available for rent in Sargasan immediately. The multistorey apartment is available at rent of ₹20,000. Live in this lovely flat and get access to various useful facilities such as 1 Wardrobe, 2 Bed, 1 TV, Fridge, 1 AC, Washing Machine, Dining Table and Gas Connection. Located on the 5 floor, the flat comprises 2 bathrooms, 1 balcony, and has a carpet area of 352 sqft. 1 Covered parking space is also available. The apartment is equipped with power back up, reserved parking, security. The address is Sargasan, Gandhinagar, Gujarat, Sargasan, Gandhinagar, Gujarat.",20000,40000,0,30,2,1 Covered,No,No,No,,False,True,Agent,98,Immediately,2026-04-18T23:45:33.000Z,Today,True
f/6Xp9jHdkBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-74-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833333835323431,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,Capital Flora,,,,Apartment,Furnished,3,5,East,74,Sq-yrd,5 to 10 years,"Main road location society. Transportation is very good near by highway If you are searching a 1 BHK apartment for rent in Sargasan, check out this amazing rental flat. The multistorey apartment is available at rent of ₹18,000. You will also find 1 Open parking facility. The apartment is equipped with security, intercom facility. The flat can be visited at Sargasan, Gandhinagar, Gujarat .",18000,36000,1500,27,1,1 Open,Yes,No,No,"Intercom Facility, Jogging and Strolling Track",True,True,Agent,100,Immediately,2026-04-16T23:45:22.000Z,"Apr 17, '26",True
3QSOMjl9dzhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-120-Sq-yrd-Multistorey-Apartment-FOR-Rent-Gandhinagar-in-Gandhinagar&id=4d423831323539323433,2026-04-19 13:51:41,23.0395677,72.5660045,,Gandhinagar,"Gandhinagar, Gujarat",,,,Apartment,Furnished,3,5,North - East,120,Sq-yrd,Less than 5 years,"best society If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Gandhinagar. The apartment is available at an affordable rental price of ₹18,000. The flat is on the 3 floor and includes 1 bathrooms, 2 balcony with a carpet area of 70 sqyrd. The flat comes with reserved parking, security, air conditioned. The apartment is located at Nr. Radiant School Of Science, Mahatma Gandhi Road, Sargasan, Gandhinagar, Ahmedabad..",18000,18000,0,17,1,,Yes,No,No,"Air Conditioned, Conference Room",False,True,Agent,78,Immediately,2026-03-09T11:34:38.000Z,"Mar 09, '26",True
OyPFXlH0FJVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-80-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423834303439393131,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,nano city 1 sargasan near by holiday maal and gurudwara,,,,Apartment,Furnished,3,5,East,80,Sq-ft,Less than 5 years,"well furniture property family and bachelors allows You can avail the 1 BHK flat for rent in the well-known location of Sargasan. The apartment is available at an affordable rental price of ₹17,000. The apartment is on the 3 floor, has a carpet area of 80 sqft with 1 bathrooms and 1 balcony. The property consists of 5 floor and offers Early Learning Centre, Kids Club, Kids Play Pool With Water Slides conveniences. This unit features power back up, reserved parking, security, service/goods lift, visitor parking. Visit the flat at F P No 97, Off S G Highway, Sargasan, Gandhinagar.",17000,,,212,1,,Yes,No,No,"Service/Goods Lift, Laundry Service, Banquet Hall, Outdoor Tennis Courts",True,True,Agent,53,Immediately,2026-04-03T06:05:49.000Z,"Apr 03, '26",True
+YEmgJMvMxlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-110-Sq-yrd-Multistorey-Apartment-FOR-Rent-Infocity-in-Gandhinagar&id=4d423735343339343333,2026-04-19 13:51:41,23.194097,72.629751,,Infocity,Sector 2.,,,,Apartment,Semi-Furnished,2,4,East,110,Sq-yrd,5 to 10 years,"Multistorey apartment is available for rent. Available for rent only for boys. 1 BHK flat is available for rent in Infocity immediately. This 1 BHK flat can be availed at the rental price of ₹13,000. The flat is on the 2 floor and includes 1 bathrooms, 1 balcony with a carpet area of 110 sqyrd. There is also facility of 1 Open parking. This unit features reserved parking. Find this apartment at Sector 2., Infocity, Gandhinagar, Gujarat.",13000,12000,0,13,1,1 Open,No,No,No,,True,True,Agent,98,Immediately,2026-04-07T06:11:59.000Z,"Apr 07, '26",True
vomDecVWqOVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-90-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833373230383037,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Gandhinagar, Gujarat",,,,Apartment,Furnished,1,5,North - East,90,Sq-yrd,5 to 10 years,"Find 1 BHK flat for rent in Sargasan Gandhinagar. The 1 BHK apartment is available at a reasonable rent of ₹20,000. Located on the 1 floor, the flat comprises 2 bathrooms, 1 balcony, and has a covered area of 90 sqyrd. This unit is designed with power back up, reserved parking, security. The full address of the apartment is Sargasan, Gandhinagar, Gujarat .",20000,40000,,25,2,,Yes,No,No,Jogging and Strolling Track,False,True,Agent,68,Immediately,2026-03-10T11:45:28.000Z,"Mar 10, '26",True
kcC7LLpSxkRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Gandhinagar-in-Gandhinagar&id=4d423830373331383931,2026-04-19 13:51:41,23.0395677,72.5660045,,Gandhinagar,sthapan 2  near radiant school sargasan,,,,Apartment,Semi-Furnished,2,5,East,650,Sq-ft,5 to 10 years,"ready to move for family best Find 1 BHK flat for rent in Gandhinagar Gandhinagar. The apartment is available at an affordable rental price of ₹13,500. Located on the 2 floor, the flat comprises 1 bathrooms, 2 balcony, and has a carpet area of 600 sqft. This flat is fitted with reserved parking, security. Visit the flat at Nr. Radiant School Of Science, Mahatma Gandhi Road, Sargasan, Gandhinagar, Ahmedabad.. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",13500,28000,1500,21,1,,No,No,No,,False,False,Owner,80,Immediately,2026-04-13T21:32:15.000Z,"Apr 14, '26",True
DV0ZfQaKVyFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423834323636363239,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"F P No 97, Off. S.g. Highway, Sargasan, Gandhinagar.",,,,Apartment,Furnished,3,6,,650,Sq-ft,,"Check out this newly constructed 1 BHK flat on rent in the prime location of Sargasan Gandhinagar. This 1 BHK flat can be availed at the rental price of ₹18,500. The building includes 6 floor and supports Kids Club living. The apartment comes furnished with power back up, reserved parking, security, service/goods lift, visitor parking. This flat is located at F P No 97, Off. S.g. Highway, Sargasan, Gandhinagar.. This 1 BHK apartment ad is listed by the owner, so there is no brokerage fee.",18500,,,28,1,,No,No,No,"Jogging and Strolling Track, Outdoor Tennis Courts, Flower Gardens, Cycling & Jogging Track",False,False,Owner,41,Immediately,2026-04-16T11:19:54.000Z,"Apr 16, '26",True
1cpfk+rr2KFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-55566-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423834313237393233,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,vrundavan residency 2,,,,Apartment,Furnished,5,5,,"55,566",Sq-ft,5 to 10 years,"Find this 1 BHK rental flat in Sargasan Gandhinagar. You can get this flat at monthly rent of ₹20,000. The flat is located on the 5 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 5558 sqft. This flat is located at VED International School, Sargasan, Gandhinagar, Gujarat . Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",20000,,1000,0,1,,No,No,No,,False,False,Owner,38,Select Date,2026-04-07T16:17:52.000Z,"Apr 07, '26",True
SKMXajUNUF5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-720-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423834323635303537,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Gandhinagar, Gujarat",,,,Apartment,Unfurnished,1,1,,720,Sq-ft,2006,"You can explore this 1 BHK flat on rent in Sargasan Gandhinagar. The 1 BHK apartment is available at a reasonable rent of ₹15,000. The flat is on the 1 floor and includes 1 bathrooms, 1 balcony with a covered area of 720 sqft. This property features 1 floor and offers a range of Kids Club facilities. The flat comes with power back up, reserved parking, security, service/goods lift. Find this apartment at F P No 97, Off. S.g. Highway, Sargasan, Gandhinagar..",15000,,,21,1,,Yes,No,No,"Service/Goods Lift, Laundry Service, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Agent,51,Immediately,2026-04-18T23:45:34.000Z,Today,True
MQWuxDa9iypzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-105-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833393832343731,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Gandhinagar, Gujarat",,,,Apartment,Furnished,3,8,North - East,105,Sq-yrd,Less than 5 years,"good condition A beautiful 1 BHK flat is available for rent in Sargasan. The multistorey apartment is available at rent of ₹20,000. The flat is on the 3 floor and includes 1 bathrooms, 1 balcony with a carpet area of 100 sqyrd. This flat is fitted with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. This flat is located at Sargasan, Gandhinagar, Gujarat .",20000,20000,0,21,1,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,78,Immediately,2026-04-18T23:45:32.000Z,Today,True
HrVkpPfx3SJzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-693-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423734333330303337,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,nr sargasan gam,,,,Apartment,Furnished,2,7,East,693,Sq-ft,Less than 5 years,"nr sargasan chokdi near d martcapital flora acha flat 1 BHK flat is available for rent in Sargasan immediately. The apartment is available at an affordable rental price of ₹22,000. The flat comes with power back up, security. Visit the flat at Sargasan, Gandhinagar, Gujarat .",22000,34000,0,32,2,,Yes,No,No,Conference Room,False,True,Agent,75,Immediately,2026-04-16T23:45:22.000Z,"Apr 17, '26",True
/PJVDGI1/shzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-100-Sq-yrd-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423833393338383435,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,"Near Shyam Shrushti, Por-Kudasan Road Aawaass Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat",,,,Apartment,Furnished,3,5,North - West,100,Sq-yrd,10 to 15 years,"1 BHK apartment is available on rent in Kudasan Gandhinagar right away. ₹20,000 is the monthly rent of this 1 BHK flat. Some added-on facilities available with the flat are 1 Wardrobe, 1 Bed, 1 TV, Fridge, 1 AC, Sofa, Washing Machine and Gas Connection. Located on the 3 floor, the flat has 2 bathrooms, 2 balcony in carpet area of 80 sqyrd. The property includes 1 Covered parking. The apartment comes furnished with reserved parking, security. The full address of the apartment is Near Shyam Shrushti, Por-Kudasan Road Aawaass Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat .",20000,40000,1000,22,2,1 Covered,No,No,No,,True,True,Agent,80,Immediately,2026-04-17T23:45:21.000Z,Yesterday,True
lLSWy6BqEB1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-355-Sq-ft-Multistorey-Apartment-FOR-Rent-GIFT-City-in-Gandhinagar&id=4d423833353534373737,2026-04-19 13:51:41,23.1587037,72.6837981,,GIFT City,near east gate Gift CITY,,,,Apartment,Furnished,1,4,,,,Less than 5 years,"Multistory apartment is available for rent. It has a carpet area of 355 sq-ft, it is a good location. Please contact for more details. If you are searching a 1 BHK apartment for rent in GIFT City, check out this amazing rental flat. ₹25,000 is the monthly rent of this 1 BHK flat. The apartment comes furnished with air conditioned. This flat is located at GIFT City, Gandhinagar, Gujarat. This is a no-brokerage flat because the owner has posted the ad on this 1 BHK apartment.",25000,25000,,,1,,No,No,No,Air Conditioned,False,False,Owner,63,Immediately,2026-02-25T13:38:58.000Z,"Feb 25, '26",True
POpDjtxKhPZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-675-Sq-ft-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423733353839363039,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,C-202.,,,,Apartment,Semi-Furnished,2,3,,675,Sq-ft,5 to 10 years,"A beautiful 1 BHK flat is available for rent in Kudasan. The rent of the 1 BHK flat is ₹15,000. Live in this lovely flat and get access to various useful facilities such as 1 Wardrobe, 2 Bed, Fridge, Dining Table and Gas Connection. The flat is located on the 2 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 625 sqft. Visit the apartment at Urjanagar 1, Kudasan, Gandhinagar, Gujarat . You can find the 1 BHK flat without any brokerage.",15000,20000,1,22,1,,No,No,No,,False,False,Owner,60,Immediately,2026-04-08T09:33:07.000Z,"Apr 08, '26",True
aozfzQSXgxlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-550-Sq-ft-Multistorey-Apartment-FOR-Rent-GIFT-City-in-Gandhinagar&id=4d423831373335353131,2026-04-19 13:51:41,23.1587037,72.6837981,,GIFT City,"Gandhinagar, Gujarat",,,,Apartment,Furnished,1,3,,550,Sq-ft,5 to 10 years,"Flat available for Rent in GIFT city You can avail the 1 BHK flat for rent in the well-known location of GIFT City. The flat is available for rent at a competitive amount of ₹20,000. This unit features reserved parking, security, air conditioned, ro water system. The apartment is located at Pirojpur, GIFT city, Gandhi Nagar, Gujarat. The brokerage amount of the 1 BHK apartment is zero.",20000,20000,0,36,1,,No,No,Yes,"Air Conditioned, RO Water System",False,True,Owner,63,Immediately,2026-04-09T23:31:47.000Z,"Apr 10, '26",True
3DvNhmJsKExzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-504-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833373137393037,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Sargasan,Gandhinagar",,,,Apartment,Furnished,1,1,,504,Sq-ft,5 to 10 years,"1 BHK apartment is available on rent in Sargasan Gandhinagar right away. This 1 BHK flat can be availed at the rental price of ₹18,000. Live in this lovely flat and get access to various useful facilities such as 2 Wardrobe, 1 Bed, 1 TV, Fridge, Microwave, 1 AC, Sofa, Washing Machine and Gas Connection. Located on the 1 floor, the flat has 1 bathrooms, 1 balcony in covered area of 504 sqft. The building has 1 floor and offers Early Learning Centre, Kids Club, Kids Play Pool With Water Slides amenities. The flat can be visited at F P No 97, Off S G Highway, Sargasan, Gandhinagar. You can find the 1 BHK flat without any brokerage.",18000,18000,1200,36,1,,No,No,No,,False,False,Owner,60,Immediately,2026-04-10T22:30:43.000Z,"Apr 11, '26",True
c2Y2toLTIKtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-720-Sq-ft-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833373935323433,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Gandhinagar, Gujarat",,,,Apartment,Semi-Furnished,4,5,North - East,720,Sq-ft,5 to 10 years,"well maintained, semi furnished with modular kitchen and gas pipeline. Seven Night eight four nine two double eight three nine A beautiful 1 BHK flat is available for rent in Sargasan. The flat is available for rent at a competitive amount of ₹15,000. Located on the 4 floor, the flat comprises 1 bathrooms, 2 balcony, and has a covered area of 720 sqft. This property includes 5 floor and provides Kids Club benefits. The property features security. The flat can be visited at F P No 97, Off. S.g. Highway, Sargasan, Gandhinagar.. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",15000,20000,1000,21,1,,No,No,No,,False,False,Owner,76,Immediately,2026-03-16T01:04:18.000Z,"Mar 16, '26",True
QpZq86yLXDxzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-548-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Gandhinagar&id=4d423733313532373631,2026-04-19 13:51:41,,,,Sahil Sharma,"Gandhinagar, Gujarat",,,,Apartment,Unfurnished,2,4,East,548,Sq-ft,5 to 10 years,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. Grab the chance to own this affordable 1 BHK flat for rent in the TATA NEW HEAVEN COMPACT area. The 1 BHK apartment is available at a reasonable rent of ₹7,500. Located on the 2 floor, the flat has 1 bathrooms, 1 balcony in carpet area of 548 sqft. This flat is fitted with reserved parking, security, intercom facility. You can find the 1 BHK flat without any brokerage.",7500,12000,800,14,1,,Yes,Yes,No,Intercom Facility,False,False,Owner,54,Immediately,2026-04-01T16:13:05.000Z,"Apr 01, '26",True
ofbc9Me46gVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-864-Sq-ft-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423833373533393837,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,1bhk semi Furnished,,,,Apartment,Semi-Furnished,3,5,,864,Sq-ft,New Construction,"A beautiful 1 BHK flat is available for rent in Kudasan. The 1 BHK apartment is available at a reasonable rent of ₹15,000. The flat is located on the 3 floor which includes 1 bathrooms, 2 balcony, and covers a carpet area of 680 sqft. This flat is located at Kudasan,Vavol, Gandhinagar.",15000,15000,300,17,1,,No,No,No,,True,True,Agent,55,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
iWy1ZZESSNpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-80-Sq-yrd-Multistorey-Apartment-FOR-Rent-Vavol-in-Gandhinagar&id=4d423833343435343135,2026-04-19 13:51:41,23.2248961,72.619552,,Vavol,Vavol Gaam Near Bhoomi Park,,,,Apartment,Unfurnished,1,3,East,80,Sq-yrd,10 to 15 years,"East Facing Flat With Modular kitchen Power Back Up For Immediate Rent Find 1 BHK flat for rent in Vavol Gandhinagar. You can get this flat at monthly rent of ₹11,000. 1 Open parking space is also available. This unit features power back up, reserved parking, security. Visit the flat at Vavol Gaam Near Bhoomi Park, Vavol, Gandhinagar, Gujarat.",11000,22000,500,15,1,1 Open,No,No,No,,True,True,Agent,80,Immediately,2026-04-17T23:45:21.000Z,Yesterday,True
EkYIvZT7gs5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-110-Sq-yrd-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423832363239383037,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,1bhk flat on rent furnished fully kudasan,,,,Apartment,Furnished,3,5,East,110,Sq-yrd,New Construction,"2BHK in flat on rent A beautiful 1 BHK flat is available for rent in Kudasan. This 1 BHK flat is available at the reasonable rent amount of ₹17,500. The flat is located on the 3 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 110 sqyrd. This property offers power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Visit the flat at Near Shyam Shrushti, Por-Kudasan Road Aawaass Rd, Urjanagar 1, Kudasan, Gandhinagar, Gujarat .",17500,17500,0,18,1,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,70,Immediately,2026-04-04T06:27:48.000Z,"Apr 04, '26",True
5bf0eZEtg6tzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-90-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423833373231373337,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,"Gandhinagar, Gujarat",,,,Apartment,Semi-Furnished,4,5,North - East,90,Sq-yrd,5 to 10 years,"A beautiful 1 BHK flat is available for rent in Sargasan. Available at a rental price of ₹16,000, this 1 BHK flat is worth considering. The flat is located on the 4 floor which includes 2 bathrooms, 1 balcony, and covers a covered area of 90 sqyrd. This flat is fitted with power back up, security. Visit the flat at Sargasan, Gandhinagar, Gujarat .",16000,16000,,20,2,,No,No,No,,False,True,Agent,68,Immediately,2026-03-10T12:22:04.000Z,"Mar 10, '26",True
kE84EgE92e9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423832373636323337,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,1bhk Full Furnished Rent,,,,Apartment,Furnished,3,6,,1380,Sq-ft,New Construction,"If you are searching a 1 BHK apartment for rent in Kudasan, check out this amazing rental flat. The apartment is available at an affordable rental price of ₹18,000. The apartment is on the 3 floor, has a carpet area of 965 sqft with 2 bathrooms and 1 balcony. This flat is located at Urjanagar 1, Kudasan, Gandhinagar, Gujarat .",18000,18000,200,13,2,,No,No,No,,True,True,Agent,60,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
ZZexz+00v6ZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-85-Sq-yrd-Multistorey-Apartment-FOR-Rent-Vavol-in-Gandhinagar&id=4d423833353937363031,2026-04-19 13:51:41,23.2248961,72.619552,,Vavol,Kirtidham Vavol,,,,Apartment,Unfurnished,Ground,1,East,85,Sq-yrd,10 to 15 years,"East Facing Tenament For Rent With Modular Kitchen Power Back Up For Immediate Rent If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Vavol. The flat is available for rent at a competitive amount of ₹12,000. The apartment is on the Ground floor, has a carpet area of 70 sqyrd with 1 bathrooms and 1 balcony. The property includes 1 Open parking. This flat is fitted with power back up, reserved parking, security. The apartment is located at Kirtidham Vavol, Vavol, Gandhinagar, Gujarat.",12000,1200,500,16,1,1 Open,No,No,No,,True,True,Agent,80,Immediately,2026-04-16T23:45:22.000Z,"Apr 17, '26",True
H28Hbh4oFE5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-120-Sq-yrd-Multistorey-Apartment-FOR-Rent-Sargasan-in-Gandhinagar&id=4d423832363436393039,2026-04-19 13:51:41,23.1848805,72.615856,,Sargasan,1bhk flat on rent furnished fully furnished,,,,Apartment,Furnished,4,5,,120,Sq-yrd,New Construction,"Multistory apartment is available for rent. It has a covered area of 120 sq-yrd, it is a good location. Please contact for more details. Find this 1 BHK rental flat in Sargasan Gandhinagar. Available at a rental price of ₹17,500, this 1 BHK flat is worth considering. Located on the 4 floor, the flat has 2 bathrooms, 2 balcony in covered area of 120 sqyrd. Find this apartment at Sargasan, Gandhinagar, Gujarat .",17500,17500,0,16,2,,No,No,No,,True,True,Agent,43,Immediately,2026-04-13T07:51:52.000Z,"Apr 13, '26",True
4+L3gw/pbO1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-860-Sq-ft-Multistorey-Apartment-FOR-Rent-Kudasan-in-Gandhinagar&id=4d423833373533393031,2026-04-19 13:51:41,23.1698784,72.6232479,,Kudasan,1bhk Full Furnished,,,,Apartment,Furnished,3,5,,860,Sq-ft,New Construction,"You can explore this 1 BHK flat on rent in Kudasan Gandhinagar. Available at a rental price of ₹18,000, this 1 BHK flat is worth considering. Located on the 3 floor, the flat comprises 1 bathrooms, 2 balcony, and has a carpet area of 680 sqft. The apartment is located at Kudasan,Vavol, Gandhinagar.",18000,18000,0,21,1,,No,No,No,,True,True,Agent,60,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
