listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available
2gbTRaOEUABzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-740-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423832383130383533,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,555.,"19202|Tnj International School, 19202|International Institute Of Management And Technical Studies (Iimt), 19206|Rajhans Theatre, 19206|Imperial Square Mall",,,Apartment,Semi-Furnished,6,10,North,740,Sq-ft,15 to 20 years,"1 bhk flat for rent with fully ventilation A beautiful 1 BHK flat is available for rent in Adajan. The flat is available for rent at a competitive amount of ₹11,000. The apartment is on the 6 floor, has a carpet area of 400 sqft with 1 bathrooms and 1 balcony. This unit features power back up, security, service/goods lift. Visit the flat at Honey Park Rd, Honey Park Area, L.P.Savani, Surat, Gujarat.",11000,33000,0,15,1,,Yes,No,No,"Service/Goods Lift, Internet/Wi-Fi Connectivity, Banquet Hall",False,True,Agent,69,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
NNw+bjuxcJVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-735-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423732323130303039,2026-04-19 13:52:36,21.216427,72.78212,,Shree Siddhi Vinayak Property Consultant,jahangirabad,,,,Apartment,Unfurnished,12,14,East,735,Sq-ft,New Construction,"1 bhk new unused untouched flat for rent. near new d mart jahangirabad If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of Jahangirabad. You can get this flat at monthly rent of ₹13,000. Located on the 12 floor, the flat comprises 1 bathrooms, 2 balcony, and has a covered area of 735 sqft. The apartment is equipped with power back up, reserved parking, security, intercom facility. Visit the flat at Jahangirabad, Surat,Gujarat.",13000,36000,,18,1,,No,No,No,"Intercom Facility, Laundry Service, Internet/Wi-Fi Connectivity, Banquet Hall",False,True,Agent,73,Immediately,2026-04-17T23:45:21.000Z,Yesterday,True
8N6OYHypB59zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-771-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423733363630343331,2026-04-19 13:52:36,21.215963,72.770389,,Rajeshwar Properties,"TP-9, FP, 116, Near Shavion shopping Shavion Circal, Gauvravpath, Road, Palanpur, Surat, Gujarat",,,,Apartment,Unfurnished,7,13,North - East,771,Sq-ft,New Construction,"1 bhk flat for rent, It is a superb property and offers an excellent view. The flat is semi furnished with multiple amenities and promises a comfortable stay. Indeed, the society too has for enjoyment, such as, and security personnel etc, Other facilities include intercom facility, lift and park etc.",13000,39000,0,17,1,1 Covered,Yes,No,Yes,Jogging and Strolling Track,False,True,Agent,95,Immediately,2026-04-17T23:45:19.000Z,Yesterday,True
fS/WbSaWcfRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423834323336333239,2026-04-19 13:52:36,21.215963,72.770389,,Neelkanth Property,"Surat, Gujarat",,,,Apartment,Semi-Furnished,6,12,East,650,Sq-ft,5 to 10 years,"1 BHK Semi Furnished Flat For Rent A beautiful 1 BHK flat is available for rent in Palanpur. Available at a rental price of ₹16,500, this 1 BHK flat is worth considering. The apartment is on the 6 floor, has a covered area of 650 sqft with 1 bathrooms and 1 balcony. The apartment comes furnished with power back up, reserved parking, security, air conditioned, intercom facility, ro water system.",16500,50000,1,25,1,,No,No,No,"Air Conditioned, Laundry Service, Internet/Wi-Fi Connectivity, Jogging and Strolling Track",True,True,Agent,53,Immediately,2026-04-14T13:27:22.000Z,"Apr 14, '26",True
EkMl2ZLAvLdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423832393930303431,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,"Surat, Gujarat","19202|Gajera Global School, 19202|Lp Savani International School, 19206|Imperial Square Mall, 19206|Regent Mall",,,Apartment,Furnished,8,11,West,800,Sq-ft,New Construction,"A beautiful 1 BHK flat is available for rent in Adajan. The 1 BHK apartment is available at a reasonable rent of ₹20,000. The flat is on the 8 floor and includes 1 bathrooms, 1 balcony with a carpet area of 400 sqft. The apartment comes furnished with power back up, reserved parking, security, service/goods lift, intercom facility, ro water system. The apartment is located at Palanpur, Surat, Gujarat.",20000,60000,0,25,1,,No,No,No,"Laundry Service, Internet/Wi-Fi Connectivity, RO Water System, Banquet Hall",False,True,Agent,70,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
A9KaU+AJnKRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Citylight-Area-in-Surat&id=4d423739313036313531,2026-04-19 13:52:36,21.1666367,72.7955775,,Citylight Area,Citylight.,,,,Apartment,Furnished,5,10,East,800,Sq-ft,10 to 15 years,"1 bhk fully furnishedf lat for rent in citylight surat. You can explore this 1 BHK flat on rent in Citylight Area Surat. You can get this flat at monthly rent of ₹21,000. The residents of the flat have access to additional facilities such as 1 Wardrobe, 1 Bed, 1 AC, Sofa and Gas Connection. Located on the 5 floor, the flat comprises 2 bathrooms, 1 balcony, and has a covered area of 800 sqft. 1 Covered parking space is also available. This property offers power back up, reserved parking, security. Find this apartment at Citylight., Citylight Area, Surat, Gujarat.",21000,60000,0,26,2,1 Covered,No,No,No,,False,True,Agent,95,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
NmTvsBWqyRJzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Palan-Pur-Patiya-in-Surat&id=4d423832393337373237,2026-04-19 13:52:36,21.2099842,72.7921003,,Palan Pur Patiya,gaurav path road,,,,Apartment,Semi-Furnished,5,12,East,750,Sq-ft,Less than 5 years,"3 bhk flat new building with luxurious amenities with light fen kitchen trolley a.c. A beautiful 1 BHK flat is available for rent in Palan Pur Patiya. This 1 BHK flat can be availed at the rental price of ₹12,000. Located on the 5 floor, the flat has 1 bathrooms, 1 balcony in covered area of 750 sqft. 1 Covered parking space is also available. The apartment comes furnished with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The full address of the apartment is Palanpur, Surat, Gujarat .",12000,36000,0,16,1,1 Covered,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",True,True,Agent,95,Immediately,2026-04-16T23:45:22.000Z,"Apr 17, '26",True
IBOPOju2OjpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Pal-Gam-in-Surat&id=4d423737383738323233,2026-04-19 13:52:36,21.1961857,72.7706259,,Pal Gam,Near Rajcorner,,,,Apartment,Unfurnished,1,5,East,700,Sq-ft,5 to 10 years,"1BHK flat for rent, Pal area nearby Raj Corner flat in tube light fan, modular Kitchen gas line and other for more information, contact me Find 1 BHK flat for rent in Pal Gam Surat. The rent of the 1 BHK flat is ₹13,000. The apartment is on the 1 floor, has a carpet area of 400 sqft with 1 bathrooms and 1 balcony. You will also find 1 Covered parking facility. This flat is fitted with power back up, reserved parking, security. The full address of the apartment is Near Rajcorner, Pal Gam, Surat, Gujarat.",13000,36000,1,19,1,1 Covered,No,No,No,,False,True,Agent,100,Immediately,2026-03-18T05:12:50.000Z,"Mar 18, '26",True
fl1RibzSZ61zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-743-Sq-ft-Multistorey-Apartment-FOR-Rent-Palan-Pur-Patiya-in-Surat&id=4d423734313830393235,2026-04-19 13:52:36,21.2099842,72.7921003,,Palan Pur Patiya,Palanpur canal rod near lpsavani school,,,,Apartment,Semi-Furnished,3,5,East,743,Sq-ft,Less than 5 years,"all amenities,near by school lpsavani,all company bus near bus stand You can avail the 1 BHK flat for rent in the well-known location of Palan Pur Patiya. The 1 BHK apartment is available at a reasonable rent of ₹14,000. Located on the 3 floor, the flat has 1 bathrooms, 1 balcony in carpet area of 512 sqft. This unit is designed with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. The address is Palanpur, Surat.",14000,40000,,19,1,,No,No,No,"Air Conditioned, Laundry Service, Internet/Wi-Fi Connectivity, Banquet Hall",False,True,Agent,78,Immediately,2026-04-13T03:05:51.000Z,"Apr 13, '26",True
c6uJLwrC7YBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-771-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423833373430393835,2026-04-19 13:52:36,21.215963,72.770389,,Shivaay Realty,"Palanpur,Surat",,,,Apartment,Semi-Furnished,8,14,,771,Sq-ft,Less than 5 years,"You can explore this 1 BHK flat on rent in Palanpur Surat. The 1 BHK apartment is available at a reasonable rent of ₹14,000. The flat is located on the 8 floor which includes 1 bathrooms, 2 balcony, and covers a carpet area of 424 sqft. Visit the flat at TP-9, FP, 116, Near Shavion shopping Shavion Circal, Gauvravpath, Road, Palanpur, Surat, Gujarat.",14000,42000,,18,1,,No,No,No,,True,True,Agent,40,Immediately,2026-03-11T17:19:43.000Z,"Mar 11, '26",True
sX9euEL3GL5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423830323633363635,2026-04-19 13:52:36,21.216427,72.78212,,Deepak Daryani,"Jahangirabad,Surat",,,,Apartment,Furnished,6,14,East,750,Sq-ft,Less than 5 years,"1BHK Flat Rent In Jahangirabad Surat Find this 1 BHK rental flat in Jahangirabad Surat. The flat is available for rent at a competitive amount of ₹17,500. If you rent the flat, you will have access to facilities like 1 Wardrobe, 1 Bed, Sofa and Gas Connection. The flat is located on the 6 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 450 sqft. 1 Covered parking space is also available. This unit features reserved parking, security. Find this apartment at Jahangirabad, Surat Gujrat .",17500,52500,0,23,1,1 Covered,No,No,No,,True,True,Agent,78,Immediately,2026-03-15T07:20:57.000Z,"Mar 15, '26",True
M9nXPXdV6JlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-771-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-Gam-in-Surat&id=4d423731323638393131,2026-04-19 13:52:36,21.21086,72.771334,,Pinal  Barfiwala,Surat,,,,Apartment,Semi-Furnished,5,13,East,771,Sq-ft,Less than 5 years,"best location for family residence Check out this newly constructed 1 BHK flat on rent in the prime location of Palanpur Gam Surat. Available at a rental price of ₹13,000, this 1 BHK flat is worth considering. Located on the 5 floor, the flat has 1 bathrooms, 1 balcony in covered area of 771 sqft. This unit features power back up, reserved parking, security, air conditioned, intercom facility. Visit the flat at Palanpur, Surat, Gujarat .",13000,40000,0,17,1,,No,No,No,"Air Conditioned, Laundry Service, Internet/Wi-Fi Connectivity, Jogging and Strolling Track",True,True,Agent,60,Immediately,2026-02-27T05:50:46.000Z,"Feb 27, '26",True
36WRX857p0hzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423738343232303635,2026-04-19 13:52:36,21.215963,72.770389,,Pooja Real Estate,"Surat, Gujarat",,,,Apartment,Furnished,7,13,,750,Sq-ft,New Construction,"A beautiful 1 BHK flat is available for rent in Palanpur. This 1 BHK flat is available at the reasonable rent amount of ₹19,000. Located on the 7 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 400 sqft. The apartment is located at Palanpur, Surat, Gujarat.",19000,,,25,1,,No,No,No,,False,True,Agent,57,Immediately,2026-03-11T07:39:50.000Z,"Mar 11, '26",True
uT+ZttPOiMZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423831333436383637,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,"Surat, Gujarat","19202|L.P. Savani International School, 19202|Seven Steps School, 19206|Imperial Square Mall, 19206|Bellissimo Hub",,,Apartment,Semi-Furnished,4,8,East,1050,Sq-ft,5 to 10 years,"1 BHK Semi Furnished Flat for rent. 1 BHK apartment is available on rent in Adajan Surat right away. The flat is available for rent at a competitive amount of ₹12,500. 1 Bed and Gas Connection are some of the additional amenities available with the apartment. Located on the 4 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 680 sqft. 1 Open parking facility are also available. The property features reserved parking. Visit the apartment at Adajan, Surat, Gujarat.",12500,37500,1,12,1,1 Open,No,No,No,,True,True,Agent,88,Immediately,2026-03-21T12:18:22.000Z,"Mar 21, '26",True
NeDNupjkxSlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-759-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-Gam-in-Surat&id=4d423833333530393933,2026-04-19 13:52:36,21.21086,72.771334,,Kamlesh Property Deal,near Katariya showroom,,,,Apartment,Semi-Furnished,2,10,North,759,Sq-ft,New Construction,"1 BHK flat for rent with furnished one split AC freeze or water, washing machine, sofa, curtains, safety door, gas pipeline, gas stove, gas geyser 1 BHK flat is available for rent in Palanpur Gam immediately. ₹20,500 is the monthly rent of this 1 BHK flat. Located on the 2 floor, the flat comprises 1 bathrooms, 1 balcony, and has a covered area of 759 sqft. The property has 10 floor and is equipped with Kids play area facilities. This property offers power back up, reserved parking, security, air conditioned, intercom facility. You can visit the flat at BLOCK NO 8, TP SCHEME 9, FP NO 151/2, NEAR SMC GARDEN, PALANPORE, PO PAL, SURAT, GUJARAT.",20500,55000,,27,1,,No,No,No,"Air Conditioned, Intercom Facility, Banquet Hall",True,True,Agent,78,Immediately,2026-02-20T18:06:55.000Z,"Feb 20, '26",True
79lgW42OjANzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Dumas-Road-in-Surat&id=4d423634373139313931,2026-04-19 13:52:36,21.1378068259953,72.7505612386718,,Dumas Road,Aakash Weekend Address near Carolina and DPS School airport Road Surat,"19201|Gidc Katagram, 19202|CK Pithawala College of Engineering Technology, 19202|Lourdes Convent High School, 19206|Surat Central, 19206|Canopus Mall, 19209|Surat International Airport",,,Apartment,Furnished,8,10,East,750,Sq-ft,New Construction,"Studio flat luxuries flat Find 1 BHK flat for rent in Dumas Road Surat. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹16,000. The flat is on the 8 floor and includes 1 bathrooms, 1 balcony with a covered area of 750 sqft. 1 Covered parking space is also available. This home provides power back up, reserved parking, security, service/goods lift, visitor parking. The flat can be visited at Weekend Address,Near Delhi Public School,Silent Zone Road, Opp.Surat Airport, Dumas, Gujarat.",16000,48000,0,21,1,1 Covered,No,No,No,"Banquet Hall, Bar/Lounge, Jogging and Strolling Track, Outdoor Tennis Courts",True,True,Agent,90,Immediately,2026-03-20T11:01:20.000Z,"Mar 20, '26",True
Sao6FXXuREhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-760-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423833393037343535,2026-04-19 13:52:36,21.215963,72.770389,,Sanjay Dalwani,Palanpur surat.,,,,Apartment,Furnished,5,10,East,760,Sq-ft,5 to 10 years,"1 bhk flat for rent in orchid infinity palanpur. You can explore this 1 BHK flat on rent in Palanpur Surat. The 1 BHK apartment is available at a reasonable rent of ₹18,000. The residents of the flat have access to additional facilities such as 1 Wardrobe, 1 Bed, 1 TV, 1 AC, Sofa and Gas Connection. The apartment is on the 5 floor, has a carpet area of 400 sqft with 2 bathrooms and 2 balcony. There is also facility of 1 Covered parking. This unit is designed with reserved parking. You can visit the flat at Palanpur surat., Palanpur, Surat, Gujarat.",18000,60000,0,24,2,1 Covered,No,No,No,,True,True,Agent,80,Immediately,2026-04-18T23:45:34.000Z,Today,True
juzKpuhvGUZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423834313436353231,2026-04-19 13:52:36,21.215963,72.770389,,Thakkar Skyline Real Estate,"Surat, Gujarat",,,,Apartment,Furnished,6,12,East,1100,Sq-ft,5 to 10 years,"1 BHK fully furnished flat for rent, having 1100 qft covered area. Grab the chance to own this affordable 1 BHK flat for rent in the Palanpur area. This 1 BHK flat is available at the reasonable rent amount of ₹18,000. The flat is on the 6 floor and includes 1 bathrooms, 1 balcony with a carpet area of 750 sqft. The residence includes power back up, reserved parking, security, air conditioned. The address is Palanpur, Surat, Gujarat.",18000,54000,1,16,1,,Yes,No,No,Air Conditioned,True,True,Agent,58,Immediately,2026-04-08T12:11:01.000Z,"Apr 08, '26",True
yvbfudNdkQFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-LP-Savani-in-Surat&id=4d423731313834353433,2026-04-19 13:52:36,21.1991,72.78237,,Himmat Vanara,"Pooja Flats, Near LP Savani, Adajan, Surat",,,,Apartment,Semi-Furnished,3,3,North,750,Sq-ft,15 to 20 years,"If you are searching a 1 BHK apartment for rent in LP Savani, check out this amazing rental flat. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹13,500. The flat is located on the 3 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 450 sqft. You can visit the flat at Pooja Flats, Near LP Savani, Adajan, Surat, LP Savani, Surat, Gujarat. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",13500,28000,1000,18,1,,No,No,No,,False,False,Owner,79,Immediately,2026-04-05T17:00:19.000Z,"Apr 05, '26",True
HGWKdEm2SAVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-761-Sq-ft-Multistorey-Apartment-FOR-Rent-Palan-Pur-Patiya-in-Surat&id=4d423633323334323937,2026-04-19 13:52:36,21.2099842,72.7921003,,Palan Pur Patiya,"Surat, Gujarat",,,,Apartment,Furnished,13,13,,,,New Construction,"Multistorey apartment is available for rent. It carpet area of 761 sq-ft, it is a good location property. Please contact for more details. 1 BHK apartment is available on rent in Palan Pur Patiya Surat right away. The rent of the 1 BHK flat is ₹16,000. Located on the 13 floor, the flat comprises 1 bathrooms, 2 balcony, and has a carpet area of 761 sqft. The full address of the apartment is Palanpur, Surat, Gujarat . This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",16000,50000,,,1,,No,No,No,,False,False,Owner,36,Immediately,2026-04-17T21:32:02.000Z,Yesterday,True
2dTBeGIXkOpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-456-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Bhestan-in-Surat&id=4d423834323330313237,2026-04-19 13:52:36,21.1276811,72.8574558,,Bhestan,bhestan railway station,,,,Builder Floor Apartment,Unfurnished,1,1,East,456,Sq-ft,New Construction,"Find 1 BHK flat for rent in Bhestan Surat. The flat is available for rent at a competitive amount of ₹5,500. This property offers security. Visit the apartment at bhestan railway station, Bhestan, Surat, Gujarat. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",5500,10000,250,12,1,,No,No,No,,False,False,Owner,65,Immediately,2026-04-14T08:27:34.000Z,"Apr 14, '26",True
D2w8rVM87ChzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-702-Sq-ft-Multistorey-Apartment-FOR-Rent-Pal-Gam-in-Surat&id=4d423834313237343737,2026-04-19 13:52:36,21.1961857,72.7706259,,Pal Gam,Shree Vallabh Srusti,,,,Apartment,Furnished,1,5,East,702,Sq-ft,5 to 10 years,"1 BHK flat is available for rent in Pal Gam immediately. The apartment is available at an affordable rental price of ₹18,000. The flat is located on the 1 floor which includes 1 bathrooms, 2 balcony, and covers a covered area of 702 sqft. This unit features reserved parking, security. This flat is located at Shree Vallabh Srusti, Pal Gam, Surat, Gujarat. This 1 BHK rental flat comes with no brokerage fees.",18000,,,26,1,,No,No,No,,False,False,Owner,74,Select Date,2026-04-07T14:57:01.000Z,"Apr 07, '26",True
7PPra5hldj9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-698-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423833383535333735,2026-04-19 13:52:36,21.216427,72.78212,,Piyush Raval,"Surat, Gujarat",,,,Apartment,Semi-Furnished,13,14,,,,,"Multistory apartment is available for rent. It is a good location. Please contact for more details. If you are searching a 1 BHK apartment for rent in Jahangirabad, check out this amazing rental flat. This 1 BHK flat is available at the reasonable rent amount of ₹15,000. Some added-on facilities available with the flat are 1 Wardrobe, 1 AC and Gas Connection. The apartment is on the 13 floor, has a carpet area of 698 sqft with 1 bathrooms and 1 balcony. This flat is located at Jahangirabad, Surat, Gujarat. There are no brokerage fees on this 1 BHK multistorey apartment.",15000,28000,1200,,1,,No,No,No,,False,False,Owner,36,Immediately,2026-03-19T08:36:04.000Z,"Mar 19, '26",True
TKmRAL39Q2tzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-City-Light-Town-in-Surat&id=4d423834323032333437,2026-04-19 13:52:36,21.166715,72.792362,,Mit jhaveri,Ajit park society,,,,Apartment,Furnished,Ground,3,South - East,650,Sq-ft,New Construction,"If you are planning to rent a flat, you can consider this 1 BHK flat situated in the prime location of City Light Town. ₹19,000 is the monthly rent of this 1 BHK flat. The flat is located on the Ground floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 550 sqft. This flat is located at Athwa, Surat, Gujarat. The owner has posted this 1 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",19000,,,29,1,,No,No,No,,False,False,Owner,56,Immediately,2026-04-11T17:38:03.000Z,"Apr 11, '26",True
68JMOJMq9Z5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-527-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-Surat&id=4d423834303932343233,2026-04-19 13:52:36,,,,Henil Shukla,"Surat, Gujarat",,,,Builder Floor Apartment,Unfurnished,3,3,,527,Sq-ft,,"Find 1 BHK flat for rent in 54, Mukatanand Society, Vesu, Surat. Surat. ₹15,000 is the monthly rent of this 1 BHK flat. There are no brokerage fees on this 1 BHK multistorey apartment.",15000,,,28,1,,No,No,No,,False,False,Owner,26,Immediately,2026-04-06T04:12:45.000Z,"Apr 06, '26",True
14uXWZIrAq9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Vesu-Canal-Road-in-Surat&id=4d423834313532383137,2026-04-19 13:52:36,21.158859737319,72.7954871572205,,Vesu Canal Road,"Surat, Gujarat",,,,Apartment,Furnished,3,4,North,1050,Sq-ft,10 to 15 years,"Multistorey apartment is available for rent. It has a covered area of 1050 sq-ft, it is 1 BHK apartment. Please contact for more details. You can avail the 1 BHK flat for rent in the well-known location of Vesu Canal Road. The flat is available for rent at a competitive amount of ₹18,000. The apartment is on the 3 floor, has a carpet area of 500 sqft with 1 bathrooms and 1 balcony. This unit is designed with power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. You can visit the flat at Canal Road, Surat,Gujarat.",18000,54000,,17,1,,No,No,No,"Air Conditioned, Laundry Service, Internet/Wi-Fi Connectivity, Jogging and Strolling Track",True,True,Agent,53,Immediately,2026-04-09T04:48:53.000Z,"Apr 09, '26",True
VXcFhfbQ9xtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Surat&id=4d423833353334313435,2026-04-19 13:52:36,,,,Shivaji,"Surat, Gujarat",,,,Apartment,Furnished,5,14,,600,Sq-ft,5 to 10 years,"Grab the chance to own this affordable 1 BHK flat for rent in the suman shail area. The rent of the 1 BHK flat is ₹12,000. The apartment is on the 5 floor, has a carpet area of 500 sqft with 1 bathrooms and 1 balcony. There are no brokerage fees on this 1 BHK multistorey apartment.",12000,30000,1000,20,1,,No,No,No,,False,False,Owner,58,Immediately,2026-02-24T08:19:57.000Z,"Feb 24, '26",True
HY/2JtPo4C1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Surat&id=4d423833323237353033,2026-04-19 13:52:36,,,,ritesh,hitesh apartment near khured bakery,,,,Apartment,Unfurnished,6,6,North - East,600,Sq-ft,10 to 15 years,"easily available everything around flat milk vegetables etc A beautiful 1 BHK flat is available for rent in hitesh apartment. The 1 BHK apartment is available at a reasonable rent of ₹12,000. The property features power back up, security. This 1 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",12000,20000,450,20,1,,No,No,No,,False,False,Owner,71,Immediately,2026-02-02T19:02:20.000Z,"Feb 03, '26",True
89cdfqvSvNdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Pal-in-Surat&id=4d423538393938303333,2026-04-19 13:52:36,21.1807801,72.7529018,,Pal,"Surat, Gujarat","19202|Gajera Global School, 19202|Seven Steps School, 19206|Bellissimo Hub, 19206|Pal. Star World",,,Apartment,Furnished,4,4,South - East,650,Sq-ft,10 to 15 years,"Everything of your daily needs in your reach. Posh locality. Healthy neighbour. Supporting nature. 1 BHK apartment is available on rent in Pal Surat right away. The apartment is available at an affordable rental price of ₹9,000. The flat is on the 4 floor and includes 1 bathrooms, 2 balcony with a covered area of 650 sqft. The residence includes reserved parking. The apartment is located at Pal, Surat, Gujarat. This 1 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",9000,20000,,14,1,,No,No,No,,False,False,Owner,66,Immediately,2026-03-18T21:30:36.000Z,"Mar 19, '26",True
7abna4tufOZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Surat&id=4d423734313335353439,2026-04-19 13:52:36,,,,Shikha Kapadia,"Surat, Gujarat",,,,Apartment,Semi-Furnished,1,3,,1000,Sq-ft,Above 20 years,"You can avail the 1 BHK flat for rent in the well-known location of gopipura. Available at a rental price of ₹12,000, this 1 BHK flat is worth considering. This 1 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",12000,,500,12,2,,No,No,No,,False,False,Owner,36,Immediately,2026-03-10T21:33:31.000Z,"Mar 11, '26",True
